qid,name,category,country,iso,lat,lon,year,century,wikipedia,image,sitelinks,pageviews,fame_rank
Q1589230,Borgholm Castle,castle,Sweden,SE,56.87056,16.64333,,,https://en.wikipedia.org/wiki/Borgholm_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Borgholm%20castle%20ruin.jpg?width=1280,20,8388,797
Q3182749,Kamerlengo Castle,castle,Croatia,HR,43.51528,16.2475,1420,15th century,https://en.wikipedia.org/wiki/Kamerlengo_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Trogir%20Kamerlengo%20z%20mo%C5%99e%201.jpg?width=1280,20,6446,882
Q2659535,Old Grodno Castle,castle,Belarus,BY,53.677,23.823,,,https://en.wikipedia.org/wiki/Old_Grodno_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Hrodna%20Old%20Castle%202023-06-25%205510.jpg?width=1280,20,4876,988
Q1409023,Krujë Fortress,fortress,Albania,AL,41.507,19.79411,,,https://en.wikipedia.org/wiki/Fortress_of_Kruj%C3%AB,https://commons.wikimedia.org/wiki/Special:FilePath/Kalaja%20e%20Krujes%208.jpg?width=1280,20,9555,745
Q258016,Pskov Krom,fortress,Russia,RU,57.82139,28.32944,,,https://en.wikipedia.org/wiki/Pskov_Krom,https://commons.wikimedia.org/wiki/Special:FilePath/Pskov%20asv07-2018%20Kremlin%20before%20sunset.jpg?width=1280,20,3415,1097
Q3396134,Lovrijenac,fortress,Croatia,HR,42.64073,18.10441,,,https://en.wikipedia.org/wiki/Lovrijenac,https://commons.wikimedia.org/wiki/Special:FilePath/Fort%20Lovrijenac%2CDubrovnik%2CCroatia.jpg?width=1280,20,15010,601
Q14690,Oreshek Fortress,fortress,Russia,RU,59.95383,31.03887,1323,14th century,https://en.wikipedia.org/wiki/Oreshek_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/%D0%9A%D1%80%D0%B5%D0%BF%D0%BE%D1%81%D1%82%D1%8C%20%D0%9E%D1%80%D0%B5%D1%88%D0%B5%D0%BA.%20%D0%93.%20%D0%A8%D0%BB%D0%B8%D1%81%D1%81%D0%B5%D0%BB%D1%8C%D0%B1%D1%83%D1%80%D0%B3%20%28%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%29%20%28cropped%29.jpg?width=1280,20,,1504
Q1049423,Castle Clinton,castle,United States,US,40.70361,-74.01667,1808,19th century,https://en.wikipedia.org/wiki/Castle_Clinton,https://commons.wikimedia.org/wiki/Special:FilePath/Castle%20Clinton%20aerial%20view.jpg?width=1280,20,,1502
Q606341,Palamidi,fortress,Greece,GR,37.56194,22.80417,1714,18th century,https://en.wikipedia.org/wiki/Palamidi,https://commons.wikimedia.org/wiki/Special:FilePath/Palamidi%20fortress%20%28Nafplio%2C%20Greece%29.jpg?width=1280,20,,1505
Q700580,Fort Breendonk,fortress,Belgium,BE,51.05639,4.34139,1906,20th century,https://en.wikipedia.org/wiki/Fort_Breendonk,https://commons.wikimedia.org/wiki/Special:FilePath/Fort%20Breendonk%20entrance%20%28DSCF0597%29.jpg?width=1280,20,,1503
Q1438776,Fort Ticonderoga,fortress,United States,US,43.84167,-73.3875,1754,18th century,https://en.wikipedia.org/wiki/Fort_Ticonderoga,https://commons.wikimedia.org/wiki/Special:FilePath/Fort%20Ticonderoga%2C%20Ticonderoga%2C%20NY.jpg?width=1280,20,172447,265
Q1049302,Castillo de la Real Fuerza,fortress,Cuba,CU,23.141,-82.3498,1558,16th century,https://en.wikipedia.org/wiki/Castillo_de_la_Real_Fuerza,https://commons.wikimedia.org/wiki/Special:FilePath/La%20Habana%201983%2002.jpg?width=1280,20,11029,682
Q1431801,Fort Ricasoli,fortress,Malta,MT,35.8975,14.52583,1670,17th century,https://en.wikipedia.org/wiki/Fort_Ricasoli,https://commons.wikimedia.org/wiki/Special:FilePath/Fuerte%20Ricasoli%2C%20Kalkara%2C%20isla%20de%20Malta%2C%20Malta%2C%202021-08-25%2C%20DD%20200.jpg?width=1280,20,13295,629
Q603920,Rocca a Mare,fortress,Greece,GR,35.34457,25.13688,1523,16th century,https://en.wikipedia.org/wiki/Koules_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/20090415%20Hrakleio%20Krhth%20Limani%20Koules%201.jpg?width=1280,20,31370,422
Q3520074,Shivneri Fort,fortress,India,IN,19.19664,73.859,,,https://en.wikipedia.org/wiki/Shivneri_Fort,https://commons.wikimedia.org/wiki/Special:FilePath/Shivneripic8.jpg?width=1280,20,50647,357
Q10778917,Kraton Ngayogyakarta Hadiningrat,castle,Indonesia,ID,-7.80577,110.36411,1756,18th century,https://en.wikipedia.org/wiki/Kraton_Ngayogyakarta_Hadiningrat,https://commons.wikimedia.org/wiki/Special:FilePath/Jogja%20-%20Kraton%20Yogyakarta%20-%20Donopratono%20gate%20%282025%29%20-%20img%2002.jpg?width=1280,20,18056,553
Q946702,Dunrobin Castle,castle,Scotland,GB-SCT,57.9817,-3.94552,1845,19th century,https://en.wikipedia.org/wiki/Dunrobin_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/DunrobinCastle1.JPG?width=1280,20,67479,321
Q687186,Schloss Wilhelmshöhe,castle,Germany,DE,51.315,9.41611,1786,18th century,https://en.wikipedia.org/wiki/Wilhelmsh%C3%B6he_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/00%200643%20Schloss%20Wilhelmsh%C3%B6he%20in%20Kassel.jpg?width=1280,20,7030,845
Q786075,Château de Brissac,castle,France,FR,47.35306,-0.44972,,,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Brissac,https://commons.wikimedia.org/wiki/Special:FilePath/Mosa%C3%AFque%20participative.jpg?width=1280,20,10466,701
Q1025398,Caerlaverock Castle,castle,Scotland,GB-SCT,54.9756,-3.524,1300,13th century,https://en.wikipedia.org/wiki/Caerlaverock_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Caerlaverock%20Castle%202016.jpg?width=1280,20,47126,371
Q1252715,Doune Castle,castle,Scotland,GB-SCT,56.18516,-4.05025,1400,14th century,https://en.wikipedia.org/wiki/Doune_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Scotland-2016-Aerial-Doune%20Castle%20%28and%20Castle%20keeper%27s%20cottage%29.jpg?width=1280,20,71629,315
Q1289258,Château des ducs de Bretagne,castle,France,FR,47.21614,-1.54914,1207,13th century,https://en.wikipedia.org/wiki/Ch%C3%A2teau_des_ducs_de_Bretagne,https://commons.wikimedia.org/wiki/Special:FilePath/Nantes%20a%C3%A9rien%20ch%C3%A2teau3.jpg?width=1280,20,10709,693
Q561923,Veste Coburg,fortress,Germany,DE,50.2639,10.9814,1225,13th century,https://en.wikipedia.org/wiki/Veste_Coburg,https://commons.wikimedia.org/wiki/Special:FilePath/Aerial%20image%20of%20the%20Coburg%20Fortress.jpg?width=1280,20,18694,536
Q1090558,Château Lafite Rothschild,palace,France,FR,45.225,-0.77306,,,https://en.wikipedia.org/wiki/Ch%C3%A2teau_Lafite_Rothschild,https://commons.wikimedia.org/wiki/Special:FilePath/Chateau%20Lafite.jpg?width=1280,20,53564,349
Q584031,Château de Belœil,palace,Belgium,BE,50.55097,3.73017,,,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Bel%C5%93il,https://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20de%20Beloeil%20-%20Belgium.jpg?width=1280,20,5053,968
Q697086,Schloss Hartheim,palace,Austria,AT,48.2812,14.1138,,,https://en.wikipedia.org/wiki/Schloss_Hartheim,https://commons.wikimedia.org/wiki/Special:FilePath/Schloss%20Hartheim%2C%20Ansicht%20von%20S%C3%BCdwesten.jpg?width=1280,20,9811,736
Q702477,Babelsberg Palace,palace,Germany,DE,52.4076,13.0933,1835,19th century,https://en.wikipedia.org/wiki/Babelsberg_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Babelsberg%2C%20Schloss.JPG?width=1280,20,6471,879
Q115593,Hellbrunn Palace,palace,Austria,AT,47.76222,13.06083,1619,17th century,https://en.wikipedia.org/wiki/Hellbrunn_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Hellbrunn2.JPG?width=1280,20,12974,637
Q648534,Château de Rambouillet,palace,France,FR,48.64556,1.81778,1474,15th century,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Rambouillet,https://commons.wikimedia.org/wiki/Special:FilePath/Chateau-de-Rambouillet-DSC0044.jpg?width=1280,20,21554,515
Q517334,Karlsruhe Palace,palace,Germany,DE,49.0136,8.40444,1715,18th century,https://en.wikipedia.org/wiki/Karlsruhe_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Karlsruhe%20asv2022-10%20img07%20Schloss%20Karlsruhe.jpg?width=1280,20,15861,588
Q561442,Marienburg Castle,castle,Germany,DE,52.17229,9.7665,1858,19th century,https://en.wikipedia.org/wiki/Marienburg_Castle_(Hanover),https://commons.wikimedia.org/wiki/Special:FilePath/Aerial%20image%20of%20Marienburg%20Castle%20%28view%20from%20the%20south%29.jpg?width=1280,20,49612,359
Q673695,Gödöllő Palace,palace,Hungary,HU,47.59611,19.34778,,,https://en.wikipedia.org/wiki/Royal_Palace_of_G%C3%B6d%C3%B6ll%C5%91,https://commons.wikimedia.org/wiki/Special:FilePath/Grassalkovich-kast%C3%A9ly%20%287051.%20sz%C3%A1m%C3%BA%20m%C5%B1eml%C3%A9k%29%207.jpg?width=1280,20,12722,643
Q677478,Orangery Palace,palace,Germany,DE,52.405,13.0296,1851,19th century,https://en.wikipedia.org/wiki/Orangery_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Orangerieschloss%20November%202013%2007.jpg?width=1280,20,9202,762
Q1368571,Royal Palace of El Pardo,palace,Spain,ES,40.52129,-3.77506,1547,16th century,https://en.wikipedia.org/wiki/Royal_Palace_of_El_Pardo,https://commons.wikimedia.org/wiki/Special:FilePath/El%20Palacio%20de%20El%20Pardo.JPG?width=1280,20,30656,428
Q176860,Ulriksdal Palace,palace,Sweden,SE,59.39028,18.01694,1645,17th century,https://en.wikipedia.org/wiki/Ulriksdal_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Ulriksdal-090617-2.jpg?width=1280,20,7290,834
Q257617,Tatoi Palace,palace,Greece,GR,38.16271,23.79168,,,https://en.wikipedia.org/wiki/Tatoi_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Aspiotis%20276.jpg?width=1280,20,87381,295
Q1755046,Palazzo Madama,palace,Italy,IT,41.89919,12.47428,,,"https://en.wikipedia.org/wiki/Palazzo_Madama,_Rome",https://commons.wikimedia.org/wiki/Special:FilePath/Palazzo%20Madama%20%28Roma%29.jpg?width=1280,20,17380,563
Q1533416,Museo Civico di Storia Naturale di Milano,palace,Italy,IT,45.47278,9.20246,1838,19th century,https://en.wikipedia.org/wiki/Museo_Civico_di_Storia_Naturale_di_Milano,https://commons.wikimedia.org/wiki/Special:FilePath/Veduta%20del%20Museo%20civico%20di%20storia%20naturale%20di%20Milano.jpg?width=1280,20,4234,1034
Q156555,Staszic Palace,palace,Poland,PL,52.2375,21.01806,1820,19th century,https://en.wikipedia.org/wiki/Staszic_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Staszic%20Palace%20%2822226p%29.jpg?width=1280,20,2970,1140
Q1705125,Palazzo Pubblico,palace,San Marino,SM,43.93679,12.44644,1894,19th century,https://en.wikipedia.org/wiki/Palazzo_Pubblico_(San_Marino),https://commons.wikimedia.org/wiki/Special:FilePath/Palazzo%20Pubblico%20-%20esterno.jpg?width=1280,20,8045,812
Q2625319,Palacio de la Magdalena,palace,Spain,ES,43.46917,-3.76611,1909,20th century,https://en.wikipedia.org/wiki/Palacio_de_la_Magdalena,https://commons.wikimedia.org/wiki/Special:FilePath/Palacio%20de%20la%20Magdalena.jpg?width=1280,20,11161,678
Q665954,Frederiksberg Palace,palace,Denmark,DK,55.67167,12.525,1738,18th century,https://en.wikipedia.org/wiki/Frederiksberg_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Frederiksberg%20Palace%20in%20Frederiksberg%2C%20Denmark%2C%2020220617%201624%206907.jpg?width=1280,20,8443,794
Q527260,City Palace,palace,Germany,DE,52.39472,13.06056,1662,17th century,"https://en.wikipedia.org/wiki/City_Palace,_Potsdam",https://commons.wikimedia.org/wiki/Special:FilePath/Potsdam%20Stadtschloss%2007-2017.jpg?width=1280,20,13559,620
Q529806,Flavian Palace,palace,Italy,IT,41.8885,12.4869,,,https://en.wikipedia.org/wiki/Flavian_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Domus%20Flavia.png?width=1280,20,13252,632
Q1277747,El Badi Palace,palace,Morocco,MA,31.61833,-7.98583,,,https://en.wikipedia.org/wiki/El_Badi_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Badi%2C%20pal%C3%A1c%2C%20Marr%C3%A1ke%C5%A1%2C%202025%20%2810%29.jpg?width=1280,20,15497,596
Q1158530,Daming Palace,palace,People's Republic of China,CN,34.29139,108.95944,2010,21st century,https://en.wikipedia.org/wiki/Daming_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Daming%20Palace%20National%20Heritage%20Park%20-%20Danfeng%20Gate%2001.jpg?width=1280,20,33148,413
Q2629065,Presidential Mansion,palace,Greece,GR,37.97262,23.74083,1897,19th century,"https://en.wikipedia.org/wiki/Presidential_Mansion,_Athens",https://commons.wikimedia.org/wiki/Special:FilePath/Presidential%20Mansion%20in%20Athens.jpg?width=1280,20,19548,527
Q402937,Ahsan Manzil,palace,Bangladesh,BD,23.70861,90.40611,1872,19th century,https://en.wikipedia.org/wiki/Ahsan_Manzil,https://commons.wikimedia.org/wiki/Special:FilePath/DJI%200760%20%28%20Ahsan%20Manzil%29.jpg?width=1280,20,47227,370
Q647919,Palazzo Borghese,palace,Italy,IT,41.90389,12.47649,,,https://en.wikipedia.org/wiki/Palazzo_Borghese,https://commons.wikimedia.org/wiki/Special:FilePath/Campo%20Marzio%20-%20palazzo%20Borghese%20sulla%20piazza%201110995.JPG?width=1280,20,9902,728
Q1265593,Ca' Vendramin Calergi,palace,Italy,IT,45.44222,12.32972,1509,16th century,https://en.wikipedia.org/wiki/Ca%27_Vendramin_Calergi,https://commons.wikimedia.org/wiki/Special:FilePath/Ca%27%20Vendramin%20Calergi.jpg?width=1280,20,9086,766
Q1275686,Hillsborough Castle,castle,Northern Ireland,GB-NIR,54.4612,-6.08609,1799,18th century,https://en.wikipedia.org/wiki/Hillsborough_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Hillsborough%20Castle.jpg?width=1280,20,51695,353
Q1988622,Codnor Castle,ruin,England,GB-ENG,53.04542,-1.35475,,,https://en.wikipedia.org/wiki/Codnor_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Codnor%20Castle%20Ruins.jpg?width=1280,20,5101,963
Q1424839,Palace of Placentia,palace,England,GB-ENG,51.48222,-0.00667,1443,15th century,https://en.wikipedia.org/wiki/Palace_of_Placentia,https://commons.wikimedia.org/wiki/Special:FilePath/Greenwich%20PalaceGentlemen%27sMagazine1840.jpg?width=1280,20,135071,276
Q1013445,Okazaki Castle,castle,Japan,JP,34.95639,137.15889,1455,15th century,https://en.wikipedia.org/wiki/Okazaki_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Okazaki%20Castle%202023.jpg?width=1280,20,13726,617
Q981357,Matsuyama Castle,castle,Japan,JP,33.84554,132.76572,1602,17th century,https://en.wikipedia.org/wiki/Matsuyama_Castle_(Iyo),https://commons.wikimedia.org/wiki/Special:FilePath/Marunouchi%2C%20Matsuyama%2C%20Ehime%20Prefecture%20790-0008%2C%20Japan%20-%20panoramio%20%2880%29.jpg?width=1280,20,12292,652
Q115139,Sarvestan Palace,castle,Iran,IR,29.19556,53.23083,,,https://en.wikipedia.org/wiki/Sarvestan_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Sarvestan%20Palace%20front.JPG?width=1280,19,4049,1089
Q373326,Viljandi Castle,castle,Estonia,EE,58.35917,25.59528,1224,13th century,https://en.wikipedia.org/wiki/Viljandi_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Viljandi%20castle%20convent%20wall.jpg?width=1280,19,2590,1226
Q721728,Castle of Eger,castle,Hungary,HU,47.9039,20.3794,,,https://en.wikipedia.org/wiki/Eger_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Eger%20castle%20%28by%20Pudelek%29%2001.JPG?width=1280,19,6068,952
Q206246,Citadel of Damascus,castle,Syria,SY,33.51167,36.30194,1076,11th century,https://en.wikipedia.org/wiki/Citadel_of_Damascus,https://commons.wikimedia.org/wiki/Special:FilePath/Damaskus4.jpg?width=1280,19,16690,603
Q1013039,Loket Castle,castle,Czech Republic,CZ,50.18697,12.75444,1300,13th century,https://en.wikipedia.org/wiki/Loket_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Hrad%20Loket%20kv%C4%9Bten%202020.jpg?width=1280,19,6133,950
Q592319,Krásna Hôrka Castle,castle,Slovakia,SK,48.65824,20.60033,1400,14th century,https://en.wikipedia.org/wiki/Kr%C3%A1sna_H%C3%B4rka_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Kr%C3%A1sna%20H%C3%B4rka%201.JPG?width=1280,19,5554,974
Q1013619,Raseborg Castle,castle,Finland,FI,59.99167,23.65111,1373,14th century,https://en.wikipedia.org/wiki/Raseborg_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Raseborg%2006042008%20Au%C3%9Fenansicht%2005.JPG?width=1280,19,4831,1028
Q773316,Łańcut Castle,castle,Poland,PL,50.06846,22.23456,1641,17th century,https://en.wikipedia.org/wiki/%C5%81a%C5%84cut_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Zamek%20-%20Lancut.jpg?width=1280,19,6700,918
Q669642,Burg Kreuzenstein,castle,Austria,AT,48.3792,16.3089,,,https://en.wikipedia.org/wiki/Burg_Kreuzenstein,https://commons.wikimedia.org/wiki/Special:FilePath/Leobendorf%20-%20Burg%20Kreuzenstein%20%282%29.JPG?width=1280,19,21934,544
Q799921,Bagras,castle,Turkey,TR,36.42694,36.225,,,https://en.wikipedia.org/wiki/Bagras,https://commons.wikimedia.org/wiki/Special:FilePath/Baghras2.jpg?width=1280,19,6697,920
Q1049138,Castle of Almansa,castle,Spain,ES,38.87156,-1.0934,,,https://en.wikipedia.org/wiki/Castle_of_Almansa,https://commons.wikimedia.org/wiki/Special:FilePath/Castillo%20de%20Almansa%20sobre%20el%20cerro%20del%20Aguila.jpg?width=1280,19,1503,1380
Q11845,Castle of Coca,castle,Spain,ES,41.21528,-4.52556,1453,15th century,https://en.wikipedia.org/wiki/Castillo_de_Coca,https://commons.wikimedia.org/wiki/Special:FilePath/Castillo%20de%20Coca.jpg?width=1280,19,12036,699
Q1804836,Budatín Castle,castle,Slovakia,SK,49.23639,18.73389,1300,13th century,https://en.wikipedia.org/wiki/Budat%C3%ADn_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Budat%C3%ADn%20hrad%20-%20by%20Pudelek.jpg?width=1280,19,2209,1273
Q1619788,Byblos Castle,castle,Lebanon,LB,34.12,35.6464,1103,12th century,https://en.wikipedia.org/wiki/Byblos_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Byblos%20Castle%2C%202016%2008.jpg?width=1280,19,7246,880
Q1014752,Červený Kameň Castle,castle,Slovakia,SK,48.39167,17.33556,,,https://en.wikipedia.org/wiki/%C4%8Cerven%C3%BD_Kame%C5%88_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Cerveny%20Kamen%20z%20Kukly%2002.jpg?width=1280,19,2294,1260
Q1021796,Porto Palermo Fortress,castle,Albania,AL,40.06214,19.79071,,,https://en.wikipedia.org/wiki/Porto_Palermo_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Kalaja%20e%20Porto%20Palermos%20nga%20droni%203%20-%20Shqip%C3%ABri.jpg?width=1280,19,9374,790
Q2456319,Hisham's Palace,castle,Palestine,PS,31.8819,35.4598,,,https://en.wikipedia.org/wiki/Hisham%27s_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Hisham%20Palace%20in%20Jericho2.jpg?width=1280,19,21123,549
Q2969507,Krasiczyn Castle,castle,Poland,PL,49.7764,22.64937,1631,17th century,https://en.wikipedia.org/wiki/Krasiczyn_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Krasiczyn%20castle%203.jpg?width=1280,19,3602,1118
Q2512369,Cēsis Castle,castle,Latvia,LV,57.31333,25.27,1209,13th century,https://en.wikipedia.org/wiki/C%C4%93sis_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Cesis%20Burgruine1.jpg?width=1280,19,7801,859
Q5311089,Dubovac Castle,castle,Croatia,HR,45.495,15.528,,,https://en.wikipedia.org/wiki/Dubovac_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Dubovac%20Castle%20in%20Karlovac11%2C%20Croatia.jpg?width=1280,19,1664,1362
Q2652794,Medininkai Castle,castle,Lithuania,LT,54.53942,25.64997,,,https://en.wikipedia.org/wiki/Medininkai_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Medinink%C5%B3%20pilis%20i%C5%A1%20dangaus%20-%20www.aerialmedia.tv%2001.jpg?width=1280,19,2295,1258
Q771059,Al-Ukhaidir Fortress,fortress,Iraq,IQ,32.44056,43.60222,,,https://en.wikipedia.org/wiki/Al-Ukhaidir_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/Al-Ukhaidir%20Fortress%20%2830655095821%29.jpg?width=1280,19,10603,743
Q12073345,Erivan Fortress,fortress,Armenia,AM,40.17306,44.50278,1582,16th century,https://en.wikipedia.org/wiki/Erivan_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/Siege%20of%20Erivan%20Fortress%20on%201%20October%201827.jpg?width=1280,19,3381,1138
Q7590832,St. Nicholas Fortress,fortress,Croatia,HR,43.72161,15.85453,1540,16th century,https://en.wikipedia.org/wiki/St._Nicholas_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/Aerial%20image%20of%20St.%20Nicholas%20Fortress%20%28view%20from%20the%20southeast%29.jpg?width=1280,19,7927,849
Q21746176,Kastel Fortress,fortress,Bosnia and Herzegovina,BA,44.76583,17.18895,,,https://en.wikipedia.org/wiki/Kastel_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/Banjaluka%20tvrdjava%20Kastel.JPG?width=1280,19,5726,961
Q3848929,Smbataberd,fortress,Armenia,AM,39.87174,45.33811,,,https://en.wikipedia.org/wiki/Smbataberd,https://commons.wikimedia.org/wiki/Special:FilePath/%D0%93%D1%82%D1%8B%D1%8B28-10-22-01-30-1.jpg?width=1280,19,2265,1262
Q1277545,Novgorod Kremlin,fortress,Russia,RU,58.52155,31.27568,,,https://en.wikipedia.org/wiki/Novgorod_Detinets,https://commons.wikimedia.org/wiki/Special:FilePath/%D0%9D%D0%BE%D0%B2%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B8%D0%B9%20%D0%9A%D1%80%D0%B5%D0%BC%D0%BB%D1%8C%20%28%D0%94%D0%B5%D1%82%D0%B8%D0%BD%D0%B5%D1%86%29.jpg?width=1280,19,6920,900
Q43951417,Daorson,fortress,Bosnia and Herzegovina,BA,43.10409,17.92682,,,https://en.wikipedia.org/wiki/Daorson,https://commons.wikimedia.org/wiki/Special:FilePath/Daorson%202.jpg?width=1280,19,11814,703
Q221812,Kastellet,fortress,Denmark,DK,55.69161,12.59357,1662,17th century,"https://en.wikipedia.org/wiki/Kastellet,_Copenhagen",https://commons.wikimedia.org/wiki/Special:FilePath/Kastellet%20aerial.jpg?width=1280,19,36116,426
Q15061692,Bhangarh Fort,fortress,India,IN,27.09583,76.2875,1631,17th century,https://en.wikipedia.org/wiki/Bhangarh_Fort,https://commons.wikimedia.org/wiki/Special:FilePath/Bhangarh%20ruins.jpg?width=1280,19,106209,319
Q1955098,A Famosa,fortress,Malaysia,MY,2.19162,102.25031,1511,16th century,https://en.wikipedia.org/wiki/A_Famosa,https://commons.wikimedia.org/wiki/Special:FilePath/Melaka-Porta-de-Santiago-2Cimg2194.jpg?width=1280,19,26568,498
Q2723401,Nahargarh Fort,fortress,India,IN,26.9375,75.81583,1734,18th century,https://en.wikipedia.org/wiki/Nahargarh_Fort,https://commons.wikimedia.org/wiki/Special:FilePath/Nahargarh%20fort%20jaipur.jpg?width=1280,19,49797,388
Q1755820,Sychrov Castle,castle,Czech Republic,CZ,50.62639,15.08944,1800,18th century,https://en.wikipedia.org/wiki/Sychrov_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Sychrov%20Castle%20%283%29.jpg?width=1280,19,3892,1098
Q1315015,Zvolen Castle,castle,Slovakia,SK,48.57291,19.12736,1400,14th century,https://en.wikipedia.org/wiki/Zvolen_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Zvolensk%C3%BD%20hrad.JPG?width=1280,19,2359,1249
Q2142160,Trakošćan Castle,castle,Croatia,HR,46.25917,15.95,1300,13th century,https://en.wikipedia.org/wiki/Trako%C5%A1%C4%87an_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/When%20the%20world%20turns.jpg?width=1280,19,9702,777
Q1735318,Castle de Haar,castle,Netherlands,,52.12143,4.98635,1892,19th century,https://en.wikipedia.org/wiki/De_Haar_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Castle%20De%20Haar%20%281892-1913%29%20-%20Castle%20Garden%20by%20Hendrik%20Copijn%2003.jpg?width=1280,19,32887,453
Q258217,Burghausen Castle,castle,Germany,DE,48.15611,12.82889,1051,11th century,https://en.wikipedia.org/wiki/Burghausen_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Burghausen%20-%20Hauptburg%20%281%29.JPG?width=1280,19,17124,598
Q1011026,Château de Beynac,castle,France,FR,44.84028,1.14528,1200,12th century,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Beynac,https://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20de%20Beynac%20%28Dordogne%29.jpg?width=1280,19,12761,675
Q1011357,Château de Castelnaud-la-Chapelle,castle,France,FR,44.81583,1.14889,,,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Castelnaud-la-Chapelle,https://commons.wikimedia.org/wiki/Special:FilePath/Castelnaud%201.jpg?width=1280,19,13553,655
Q1061469,Château Mouton Rothschild,palace,France,FR,45.2153,-0.7686,,,https://en.wikipedia.org/wiki/Ch%C3%A2teau_Mouton_Rothschild,https://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20Mouton%20Rothschild%20x.jpg?width=1280,19,33622,449
Q80843,Troja Palace,palace,Czech Republic,CZ,50.11642,14.41288,1679,17th century,https://en.wikipedia.org/wiki/Troja_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Prague%2007-2016%20Troja%20Castle.jpg?width=1280,19,4378,1064
Q301684,Glienicke Palace,palace,Germany,DE,52.4142,13.0953,1750,18th century,https://en.wikipedia.org/wiki/Glienicke_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Schloss%20Glienicke%20S%C3%BCden.jpg?width=1280,19,5912,958
Q833779,Stolzenfels Castle,castle,Germany,DE,50.3032,7.59242,1259,13th century,https://en.wikipedia.org/wiki/Stolzenfels_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Schloss%20Stolzenfels%2001%20Koblenz%202015.jpg?width=1280,19,13789,647
Q317768,Schloss Elmau,palace,Germany,DE,47.46208,11.18668,1914,20th century,https://en.wikipedia.org/wiki/Schloss_Elmau,https://commons.wikimedia.org/wiki/Special:FilePath/Schloss%20Elmau%20main%20entrance%20opt.jpg?width=1280,19,9332,795
